Pair,Count,RowsInPairTable
"('classi铿乪r', 'make')",1,[2561]
"('technique', 'enjoy')",1,[2565]
"('problem', 'reduce')",1,[2566]
"('equation', 'solve')",1,[2568]
"('formulation', 'summarize')",1,[2570]
"('vector', 'reuse')",1,[2572]
"('class', 'utilize')",1,[2578]
"('process', 'summarize')",1,[2587]
"('angle', 'change')",1,[2594]
"('agent', 'fall')",1,[2600]
"('collection', 'continue')",1,[2601]
"('policy', 'head')",1,[2603]
"('learning', 'take')",1,[2605]
"('trial', 'represent')",1,[2607]
"('window', 'choose')",1,[2615]
"('value', 'utilize')",1,[2619]
"('point', 'follow')",1,[2624]
"('learning', 'face')",1,[2633]
"('scale', 'make')",1,[2634]
"('iscussion', 'work')",1,[2638]
"('technique', 'remain')",1,[2641]
"('code', 'present')",1,[2643]
"('implementation', 'need')",1,[2647]
"('paradigm', 'use')",1,[2651]
"('success', 'include')",1,[2652]
"('approach', 'know')",1,[2654]
"('decrease', 'offset')",1,[2663]
"('gait', 'observe')",1,[2667]
"('population', 'perturb')",1,[2674]
"('algorithm', 'differ')",1,[2677]
"('version', 'belong')",1,[2678]
"('function', 'act')",1,[2679]
"('algorithm', 'represent')",1,[2680]
"('estimator', 'know')",1,[2682]
"('objective', 'view')",1,[2687]
"('discussion', 'find')",1,[2688]
"('objective', 'de铿乶e')",1,[2689]
"('algorithm', 'execute')",1,[2691]
"('worker', 'know')",1,[2696]
"('worker', 'use')",1,[2697]
"('worker', 'need')",1,[2698]
"('update', 'need')",1,[2701]
"('time', 'change')",1,[2702]
"('function', 'estimate')",1,[2703]
"('version', 'give')",1,[2704]
"('worker', 'instantiate')",1,[2709]
"('part', 'take')",1,[2712]
"('strategy', 'work')",1,[2727]
"('episode', 'run')",1,[2729]
"('impact', 'derive')",1,[2734]
"('exploration', 'drive')",1,[2735]
"('member', 'achieve')",1,[2737]
"('parameter', 'tend')",1,[2740]
"('change', 'make')",1,[2743]
"('smoothing', 'stem')",1,[2750]
"('gradient', 'exist')",1,[2751]
"('environment', 'access')",1,[2752]
"('action', 'determine')",1,[2755]
"('order', 'make')",1,[2761]
"('method', 'add')",1,[2763]
"('answer', 'depend')",1,[2768]
"('variance', 'grow')",1,[2773]
"('number', 'reduce')",1,[2774]
"('action', 'have')",1,[2777]
"('dimensionality', 'interpret')",1,[2778]
"('analysis', 'show')",1,[2783]
"('number', 'scale')",1,[2784]
"('advantage', 'have')",1,[2796]
"('optimizer', 'reduce')",1,[2800]
"('hardware', 'use')",1,[2804]
"('memory', 'make')",1,[2805]
"('environment', 'simulate')",1,[2811]
"('tradeoff', 'list')",1,[2818]
"('game', 'train')",1,[2822]
"('implementation', 'rely')",1,[2830]
"('experiment', 'repeat')",1,[2833]
"('machine', 'solve')",1,[2835]
"('agent', 'decide')",1,[2837]
"('skip', 'set')",1,[2839]
"('length', 'increase')",1,[2843]
"('curve', 'look')",1,[2847]
"('strategy', 'apply')",1,[2851]
"('method', 'analyze')",1,[2854]
"('proof', 'give')",1,[2861]
"('agent', 'leverage')",1,[2870]
"('dynamic', 'have')",1,[2871]
"('model', 'decouple')",1,[2872]
"('approach', 'build')",1,[2874]
"('approach', 'model')",1,[2880]
"('method', 'combine')",1,[2887]
"('method', 'look')",1,[2893]
"('method', 'incorporate')",1,[2896]
"('work', 'utilize')",1,[2897]
"('action', 'show')",1,[2899]
"('encoder', 'parametrize')",1,[2916]
"('connection', 'give')",1,[2924]
"('parameter', 'end')",1,[2926]
"('control', 'want')",1,[2928]
"('solution', 'attempt')",1,[2934]
"('action', 'come')",1,[2935]
"('encoder', 'learn')",1,[2939]
"('decoder', 'learn')",1,[2940]
"('encoder', 'use')",1,[2942]
"('space', 'refer')",1,[2943]
"('problem', 'express')",1,[2947]
"('sequence', 'generate')",1,[2953]
"('value', 'de铿乶e')",1,[2954]
"('class', 'attempt')",1,[2955]
"('experiment', 'investigate')",1,[2964]
"('iii', 'affect')",1,[2966]
"('version', 'move')",1,[2970]
"('marker', 'use')",1,[2971]
"('representation', 'consist')",1,[2974]
"('position', 'include')",1,[2975]
"('set', 'comprise')",1,[2976]
"('approach', 'degenerate')",1,[2978]
"('iii', 'train')",1,[2986]
"('method', 'express')",1,[2991]
"('quality', 'compare')",1,[2996]
"('control', 'exploit')",1,[2999]
"('arm', 'move')",1,[3001]
"('arm', 'push')",1,[3003]
"('optimization', '铿乶d')",1,[3006]
"('plot', 'report')",1,[3014]
"('quantity', 'plot')",1,[3022]
"('model', 'deal')",1,[3033]
"('decoder', 'ignore')",1,[3039]
"('path', 'indicate')",1,[3046]
"('object', 'travel')",1,[3048]
"('discrepancy', 'minimize')",1,[3050]
"('action', 'return')",1,[3052]
"('solution', 'look')",1,[3055]
"('action', 'look')",1,[3062]
"('approach', 'yield')",1,[3073]
"('prediction', 'support')",1,[3074]
"('emergence', 'enable')",1,[3075]
"('language', 'exist')",1,[3087]
"('approach', 'capture')",1,[3088]
"('agent', 'possess')",1,[3091]
"('goal', 'base')",1,[3099]
"('policy', 'base')",1,[3103]
"('language', 'form')",1,[3106]
"('variation', 'lead')",1,[3107]
"('word', 'form')",1,[3109]
"('consideration', 'have')",1,[3110]
"('listener', 'start')",1,[3112]
"('effect', 'arise')",1,[3113]
"('behavior', 'treat')",1,[3114]
"('modality', 'provide')",1,[3116]
"('strategy', 'employ')",1,[3117]
"('combination', 'create')",1,[3119]
"('work', 'offer')",1,[3120]
"('component', 'train')",1,[3124]
"('use', 'propose')",1,[3128]
"('net', 'train')",1,[3136]
"('demonstration', 'present')",1,[3139]
"('robot', 'replicate')",1,[3147]
"('application', 'require')",1,[3160]
"('policy', 'expect')",1,[3164]
"('pair', 'provide')",1,[3172]
"('article', 'include')",1,[3177]
"('adaptation', 'achieve')",1,[3181]
"('work', 'tailor')",1,[3183]
"('learning', 'tend')",1,[3188]
"('story', 'include')",1,[3190]
"('network', 'leverage')",1,[3194]
"('con铿乬uration', 'consist')",1,[3207]
"('position', 'vary')",1,[3211]
"('gripper', 'open')",1,[3213]
"('architecture', 'consist')",1,[3227]
"('network', 'need')",1,[3238]
"('input', 'include')",1,[3245]
"('weight', 'give')",1,[3246]
"('operation', 'generalize')",1,[3249]
"('content', 'extract')",1,[3256]
"('operation', 'allow')",1,[3258]
"('block', 'query')",1,[3259]
"('result', 'combine')",1,[3260]
"('attention', 'start')",1,[3265]
"('weight', 'sum')",1,[3266]
"('attention', 'produce')",1,[3269]
"('robot', 'need')",1,[3272]
"('analysis', 'support')",1,[3276]
"('principle', 'replace')",1,[3283]
"('trajectory', 'make')",1,[3290]
"('comparison', 'tell')",1,[3292]
"('demonstration', 'segment')",1,[3298]
"('policy', 'need')",1,[3302]
"('trajectory', 'collect')",1,[3306]
"('increase', 'start')",1,[3317]
"('policy', 'struggle')",1,[3318]
"('noise', 'come')",1,[3326]
"('policy', 'focus')",1,[3331]
"('network', 'generalize')",1,[3332]
"('demonstration', 'resolve')",1,[3341]
"('representation', 'include')",1,[3348]
"('approach', 'match')",1,[3351]
"('representation', 'map')",1,[3355]
"('classi铿乪r', 'learn')",1,[3358]
"('learning', 'promise')",1,[3360]
"('representation', 'increase')",1,[3365]
"('modelling', 'discover')",1,[3366]
"('representation', 'perform')",1,[3367]
"('vector', 'outperform')",1,[3369]
"('vector', 'train')",1,[3375]
"('protocol', 'underestimate')",1,[3378]
"('al', 'raise')",1,[3379]
"('modelling', 'support')",1,[3382]
"('objective', 'support')",1,[3384]
"('performance', 'dominate')",1,[3388]
"('parallelism', 'use')",1,[3399]
"('region', 'indicate')",1,[3405]
"('model', 'update')",1,[3408]
"('state', 'serve')",1,[3409]
"('process', 'outline')",1,[3410]
"('character', 'replace')",1,[3412]
"('text', 'encode')",1,[3415]
"('model', 'process')",1,[3417]
"('detection', 'have')",1,[3427]
"('result', 'ignore')",1,[3432]
"('representation', 'achieve')",1,[3433]
"('regularization', 'know')",1,[3438]
"('information', 'represent')",1,[3446]
"('table', 'have')",1,[3447]
"('audience', 'know')",1,[3465]
"('movie', 'end')",1,[3466]
"('actor', 'repeat')",1,[3473]
"('movie', 'get')",1,[3479]
"('green', 'indicate')",1,[3484]
"('variety', 'contribute')",1,[3489]
"('performance', 'saturate')",1,[3493]
"('weapon', 'look')",1,[3507]
"('black', 'stay')",1,[3513]
"('al', 'design')",1,[3522]
"('manipulation', 'have')",1,[3528]
"('sentiment', 'have')",1,[3529]
"('equation', 'play')",1,[3531]
"('operation', 'encourage')",1,[3532]
"('model', 'observe')",1,[3533]
"('plateau', 'suggest')",1,[3538]
"('sensitivity', 'address')",1,[3540]
"('work', 'encourage')",1,[3541]
"('task', 'continue')",1,[3544]
"('approach', 'bring')",1,[3546]
"('learning', 'guide')",1,[3547]
"('algorithm', 'employ')",1,[3551]
"('challenge', 'complicate')",1,[3554]
"('strategy', 'pursue')",1,[3555]
"('space', 'reduce')",1,[3556]
"('computation', 'require')",1,[3559]
"('reward', 'understand')",1,[3563]
"('class', 'represent')",1,[3566]
"('application', 'guarantee')",1,[3569]
"('range', 'learn')",1,[3570]
"('learning', 'need')",1,[3576]
"('al', 'leverage')",1,[3578]
"('architecture', 'learn')",1,[3582]
"('setup', 'require')",1,[3584]
"('task', 'share')",1,[3592]
"('space', 'factor')",1,[3596]
"('mdp', 'share')",1,[3598]
"('speci铿乧', 'study')",1,[3601]
"('robot', 'interact')",1,[3616]
"('skill', 'depend')",1,[3617]
"('design', 'encourage')",1,[3619]
"('time', 'converge')",1,[3621]
"('joint', 'embed')",1,[3631]
"('form', 'show')",1,[3633]
"('interaction', 'need')",1,[3634]
"('scenario', 'form')",1,[3636]
"('integration', 'correspond')",1,[3637]
"('integration', 'yield')",1,[3639]
"('snn', 'have')",1,[3643]
"('variable', 'denote')",1,[3650]
"('mi', 'express')",1,[3651]
"('distribution', '铿亁e')",1,[3652]
"('skill', 'perform')",1,[3653]
"('way', 'require')",1,[3658]
"('time', 'visit')",1,[3659]
"('zis', 'sample')",1,[3660]
"('znjcn', 'estimate')",1,[3662]
"('skill', 'train')",1,[3667]
"('weight', 'optimize')",1,[3670]
"('direction', 'leave')",1,[3673]
"('space', 'decompose')",1,[3682]
"('reward', 'grant')",1,[3688]
"('robot', 'reach')",1,[3689]
"('robot', 'get')",1,[3690]
"('hyperparameter', 'detail')",1,[3696]
"('incentive', 'add')",1,[3707]
"('visitation', 'concentrate')",1,[3708]
"('color', 'indicate')",1,[3714]
"('code', 'generate')",1,[3716]
"('concatenation', 'yield')",1,[3718]
"('robot', 'have')",1,[3725]
"('rollout', 'generate')",1,[3730]
"('exploration', 'concentrate')",1,[3734]
"('motion', 'pretraine')",1,[3749]
"('robot', 'use')",1,[3750]
"('span', 'improve')",1,[3760]
"('issue', 'alleviate')",1,[3764]
"('limitation', 'eliminate')",1,[3767]
"('method', 'implement')",1,[3772]
"('return', 'reinforce')",1,[3780]
"('cost', 'add')",1,[3785]
"('method', 'solve')",1,[3787]
"('discussion', 'restrict')",1,[3789]
"('section', 'use')",1,[3793]
"('calculation', 'apply')",1,[3794]
"('gradient', 'interpret')",1,[3797]
"('section', 'draw')",1,[3798]
"('setting', 'let')",1,[3803]
"('temperature', 'eliminate')",1,[3808]
"('side', 'maximize')",1,[3815]
"('term', 'minimize')",1,[3816]
"('calculation', 'give')",1,[3818]
"('ris', 'know')",1,[3819]
"('policy', 'write')",1,[3828]
"('term', 'appear')",1,[3829]
"('gradient', 'break')",1,[3836]
"('section', 'generalize')",1,[3842]
"('function', 'include')",1,[3846]
"('nition', 'make')",1,[3847]
"('side', 'rewrite')",1,[3858]
"('function', 'simpli')",1,[3862]
"('one', 'verify')",1,[3869]
"('algorithm', 'minimize')",1,[3871]
"('one', 'think')",1,[3874]
"('equation', 'account')",1,[3875]
"('edge', 'lead')",1,[3880]
"('approximation', 'take')",1,[3884]
"('use', 'approximate')",1,[3886]
"('gradient', 'equal')",1,[3889]
"('function', 'write')",1,[3892]
"('st', 'cancel')",1,[3895]
"('error', 'have')",1,[3897]
"('work', 'point')",1,[3901]
"('step', 'compute')",1,[3903]
"('function', 'try')",1,[3913]
"('bonus', 'use')",1,[3920]
"('version', 'describe')",1,[3921]
"('version', 'compare')",1,[3923]
"('equivalence', 'establish')",1,[3924]
"('formulation', 'lead')",1,[3934]
"('constant', 'make')",1,[3938]
"('constant', 'add')",1,[3939]
"('learning', 'weight')",1,[3958]
"('gradient', 'approximate')",1,[3961]
"('paper', 'draw')",1,[3963]
"('form', 'choose')",1,[3966]
"('work', 'omit')",1,[3968]
"('function', 'let')",1,[3972]
"('expression', 'substitute')",1,[3974]
"('method', 'interpret')",1,[3980]
"('formulation', 'work')",1,[3982]
"('铿乶ding', 'show')",1,[3998]
"('strategy', 'inspire')",1,[4003]
"('policy', 'speci铿乪s')",1,[4009]
"('algorithm', 'guarantee')",1,[4011]
"('state', 'provide')",1,[4014]
"('action', 'choose')",1,[4015]
"('implementation', 'use')",1,[4016]
"('method', 'de铿乶e')",1,[4017]
"('method', 'yield')",1,[4020]
"('bonus', 'depend')",1,[4021]
"('exploration', 'focus')",1,[4022]
"('learning', 'include')",1,[4023]
"('tion', 'rely')",1,[4025]
"('algorithm', 'sample')",1,[4027]
"('work', 'establish')",1,[4030]
"('method', 'experiment')",1,[4032]
"('network', 'determine')",1,[4039]
"('al', 'set')",1,[4040]
"('update', 'speci铿乪')",1,[4045]
"('learning', 'make')",1,[4057]
"('equation', 'replace')",1,[4066]
"('arm', 'pull')",1,[4082]
"('oting', 'outperform')",1,[4102]
"('reward', 'bootstrappe')",1,[4106]
"('curve', 'calculate')",1,[4110]
"('method', 'train')",1,[4112]
"('category', 'follow')",1,[4116]
"('oting', 'achieve')",1,[4119]
"('abstract', 'engage')",1,[4125]
"('behavior', 'converge')",1,[4129]
"('modeling', 'learn')",1,[4133]
"('addition', 'lead')",1,[4135]
"('framework', 'consist')",1,[4142]
"('environment', 'model')",1,[4143]
"('evaluation', 'base')",1,[4145]
"('policy', 'de铿乶e')",1,[4149]
"('stochastic', 'derive')",1,[4150]
"('critic', 'estimate')",1,[4152]
"('exploration', 'realize')",1,[4155]
"('policy', 'allow')",1,[4160]
"('parameter', 'perturb')",1,[4173]
"('network', 'perturb')",1,[4177]
"('reparameterization', 'achieve')",1,[4178]
"('noise', 'incorporate')",1,[4189]
"('return', 'expand')",1,[4191]
"('section', 'answer')",1,[4194]
"('value', 'measure')",1,[4195]
"('improvement', 'prioritize')",1,[4224]
"('behave', 'explore')",1,[4238]
"('outperform', 'correlate')",1,[4239]
"('noise', 'perform')",1,[4241]
"('noise', 'enable')",1,[4249]
"('length', 'train')",1,[4254]
"('rollout', 'achieve')",1,[4258]
"('blue', 'indicate')",1,[4263]
"('noise', 'work')",1,[4267]
"('noise', 'guarantee')",1,[4269]
"('control', 'reward')",1,[4270]
"('environment', 'modi铿乪')",1,[4275]
"('agent', 'cross')",1,[4278]
"('result', 'move')",1,[4284]
"('noise', 'use')",1,[4289]
"('improvement', 'guarantee')",1,[4290]
"('dqn', 'expose')",1,[4297]
"('noise', 'combine')",1,[4300]
"('range', 'propose')",1,[4302]
"('variety', 'propose')",1,[4305]
"('clarify', 'refer')",1,[4311]
"('approach', 'perturb')",1,[4322]
"('onclusion', 'propose')",1,[4323]
"('perturbation', 'combine')",1,[4325]
"('learning', 'challenge')",1,[4331]
"('gradient', 'suffer')",1,[4332]
"('control', 'operate')",1,[4340]
"('problem', 'see')",1,[4341]
"('approach', 'suit')",1,[4343]
"('method', 'exhibit')",1,[4346]
"('coordination', 'require')",1,[4347]
"('agent', 'exhibit')",1,[4351]
"('actor', 'have')",1,[4357]
"('approach', 'investigate')",1,[4369]
"('action', 'make')",1,[4370]
"('communication', 'carry')",1,[4379]
"('importance', 'recognize')",1,[4381]
"('extension', 'call')",1,[4385]
"('game', 'de铿乶e')",1,[4386]
"('state', 'determine')",1,[4388]
"('function', 'rewrite')",1,[4390]
"('environment', 'appear')",1,[4396]
"('buffer', 'use')",1,[4397]
"('gradient', 'write')",1,[4399]
"('theorem', 'give')",1,[4400]
"('one', 'learn')",1,[4402]
"('method', 'know')",1,[4404]
"('reward', 'exhibit')",1,[4408]
"('parameter', 'write')",1,[4438]
"('competitor', 'alter')",1,[4456]
"('sub', 'execute')",1,[4462]
"('agent', 'maximize')",1,[4473]
"('listener', 'navigate')",1,[4479]
"('listener', 'observe')",1,[4480]
"('observation', 'consist')",1,[4483]
"('agent', 'cooperate')",1,[4487]
"('agent', 'occupy')",1,[4490]
"('scenario', 'consist')",1,[4492]
"('cluster', 'show')",1,[4494]
"('adversary', 'reward')",1,[4496]
"('adversary', 'desire')",1,[4501]
"('adversary', 'know')",1,[4502]
"('agent', 'chase')",1,[4504]
"('time', 'collide')",1,[4505]
"('adversary', 'penalize')",1,[4507]
"('speci铿乪d', 'parameterize')",1,[4512]
"('speaker', 'need')",1,[4517]
"('circle', 'indicate')",1,[4518]
"('speaker', 'repeat')",1,[4524]
"('listener', 'learn')",1,[4527]
"('listener', 'move')",1,[4531]
"('speaker', 'penalize')",1,[4532]
"('situation', 'arise')",1,[4539]
"('adversary', 'train')",1,[4541]
"('plot', 'learn')",1,[4546]
"('oscillation', 'overcome')",1,[4551]
"('task', 'fetch')",1,[4579]
"('one', 'master')",1,[4580]
"('teacher', 'monitor')",1,[4584]
"('task', 'parameterize')",1,[4593]
"('teacher', 'observe')",1,[4599]
"('task', 'train')",1,[4602]
"('action', 'apply')",1,[4604]
"('pass', 'need')",1,[4609]
"('setup', 'use')",1,[4612]
"('performance', 'lead')",1,[4617]
"('pomdp', 'solve')",1,[4618]
"('task', 'start')",1,[4625]
"('task', 'master')",1,[4626]
"('teacher', 'allocate')",1,[4631]
"('teacher', 'return')",1,[4635]
"('performance', 'get')",1,[4637]
"('description', 'prescribe')",1,[4641]
"('algorithm', 'inspire')",1,[4645]
"('progress', 'practice')",1,[4649]
"('slope', 'use')",1,[4651]
"('algorithm', 'keep')",1,[4654]
"('score', 'record')",1,[4655]
"('regression', 'perform')",1,[4656]
"('reward', 'sample')",1,[4661]
"('task', 'yield')",1,[4662]
"('curriculum', 'base')",1,[4666]
"('variant', 'surpass')",1,[4673]
"('batch', 'model')",1,[4678]
"('maze', 'contain')",1,[4694]
"('curriculum', 'train')",1,[4703]
"('score', 'have')",1,[4705]
"('curriculum', 'allow')",1,[4707]
"('reward', 'trace')",1,[4713]
"('reward', 'link')",1,[4715]
"('algorithm', 'analyze')",1,[4716]
"('reward', 'change')",1,[4720]
"('setup', 'consist')",1,[4722]
"('addition', 'explore')",1,[4738]
"('task', 'differ')",1,[4741]
"('bonus', 'solve')",1,[4746]
"('algorithm', 'match')",1,[4755]
"('subtask', 'sample')",1,[4757]
"('task', 'complete')",1,[4764]
"('necessity', 'limit')",1,[4770]
"('behaviour', 'look')",1,[4772]
"('conclusion', 'advise')",1,[4775]
"('sequence', 'lead')",1,[4776]
"('net', 'place')",1,[4777]
"('state', 'treat')",1,[4781]
"('background', 'introduce')",1,[4784]
"('formalism', 'consist')",1,[4786]
"('agent', 'produce')",1,[4789]
"('sum', 'call')",1,[4792]
"('tuple', 'store')",1,[4800]
"('generation', 'interleave')",1,[4801]
"('target', 'use')",1,[4805]
"('practice', 'ignore')",1,[4806]
"('episode', 'generate')",1,[4809]
"('critic', 'train')",1,[4810]
"('parameter', 'compute')",1,[4812]
"('goal', 'stay')",1,[4815]
"('function', 'depend')",1,[4816]
"('algorithm', 'bind')",1,[4823]
"('sequence', 'imply')",1,[4826]
"('trajectory', 'help')",1,[4828]
"('half', 'contain')",1,[4833]
"('dqn', 'solve')",1,[4835]
"('goal', 'specify')",1,[4847]
"('goal', 'pursue')",1,[4855]
"('environment', 'dynamic')",1,[4856]
"('step', 'see')",1,[4862]
"('goal', 'shift')",1,[4863]
"('section', 'organize')",1,[4867]
"('robot', 'simulate')",1,[4876]
"('ball', 'denote')",1,[4878]
"('goal', 'describe')",1,[4890]
"('dimension', 'specify')",1,[4904]
"('dimension', 'speci铿乪s')",1,[4906]
"('goal', 'replay')",1,[4909]
"('episode', 'consider')",1,[4918]
"('hyperparameter', 'visit')",1,[4923]
"('discretization', 'work')",1,[4924]
"('episode', 'contain')",1,[4936]
"('reason', 'cause')",1,[4945]
"('reward', 'penalize')",1,[4947]
"('shaping', 'work')",1,[4953]
"('curve', 'achieve')",1,[4964]
"('plot', 'find')",1,[4970]
"('future', 'find')",1,[4972]
"('position', 'predict')",1,[4975]
"('function', 'investigate')",1,[4981]
"('problem', 'approach')",1,[4984]
"('introduction', 'propose')",1,[5004]
"('learning', 'fail')",1,[5006]
"('background', 'work')",1,[5018]
"('function', 'maximize')",1,[5021]
"('objective', 'form')",1,[5025]
"('modi铿乧ation', 'require')",1,[5028]
"('figure', 'plot')",1,[5040]
